X_2030168_Araria_10_Araria_Wheat	52.94
X_2030168_Araria_10_Araria_Wheat1	1.0
X_2030168_Araria_7_Araria_Wheat	21.12
X_2030168_Araria_7_Araria_Wheat1	1.0
X_2030168_Araria_8_Araria_Wheat	27.7
X_2030168_Araria_8_Araria_Wheat1	1.0
X_2030168_Araria_9_Araria_Wheat	13.66
X_2030168_Araria_9_Araria_Wheat1	1.0
